Date,Open,High,Low,Close,Adj Close,Volume
2019-02-20,42.797501,43.330002,42.747501,43.007500,41.990967,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.754200,68998800
2019-02-22,42.895000,43.250000,42.845001,43.242500,42.220409,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.527962,87493600
2019-02-26,43.427502,43.825001,43.292500,43.582500,42.552372,68280800
2019-02-27,43.302502,43.750000,43.182499,43.717499,42.684181,111341600
2019-02-28,43.580002,43.727501,43.230000,43.287498,42.264347,112861600
2019-03-01,43.570000,43.787498,43.222500,43.742500,42.708591,103544800
2019-03-04,43.922501,44.437500,43.492500,43.962502,42.923389,109744800
2019-03-05,43.985001,44.000000,43.634998,43.882500,42.845284,78949600
2019-03-06,43.667500,43.872501,43.485001,43.630001,42.598747,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125000,42.105694,99185600
2019-03-08,42.580002,43.267502,42.375000,43.227501,42.205769,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.667866,128044000
2019-03-12,45.000000,45.667500,44.842499,45.227501,44.158493,129870400
2019-03-13,45.562500,45.825001,45.230000,45.427502,44.353767,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.846825,94318000
2019-03-15,46.212502,46.832500,45.935001,46.529999,45.430210,156171600
2019-03-18,46.450001,47.097500,46.447498,47.005001,45.893982,104879200
2019-03-19,47.087502,47.247501,46.480000,46.632500,45.530285,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.928146,124140800
2019-03-21,47.505001,49.082500,47.452499,48.772499,47.619705,204136800
2019-03-22,48.834999,49.422501,47.695000,47.762501,46.633568,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,46.069721,175381200
2019-03-26,47.915001,48.220001,46.145000,46.697498,45.593739,199202000
2019-03-27,47.187500,47.439999,46.637501,47.117500,46.003815,119393600
2019-03-28,47.237499,47.389999,46.882500,47.180000,46.064842,83121600
2019-03-29,47.457500,47.520000,47.134998,47.487499,46.365074,94256000
2019-04-01,47.910000,47.919998,47.095001,47.810001,46.679955,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,47.358524,91062800
2019-04-03,48.312500,49.125000,48.287498,48.837502,47.683167,93087200
2019-04-04,48.697498,49.092499,48.285000,48.922501,47.766159,76457200
2019-04-05,49.112499,49.275002,48.982498,49.250000,48.085918,74106400
2019-04-08,49.105000,50.057499,49.084999,50.025002,48.842602,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875000,48.696144,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,48.969521,86781200
2019-04-11,50.212502,50.250000,49.610001,49.737499,48.561893,83603200
2019-04-12,49.799999,50.035000,49.052502,49.717499,48.542370,111042800
2019-04-15,49.645000,49.962502,49.502499,49.807499,48.630238,70146400
2019-04-16,49.865002,50.342499,49.639999,49.812500,48.635113,102785600
2019-04-17,49.884998,50.845001,49.652500,50.782501,49.582191,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965000,49.760380,96783200
2019-04-22,50.707500,51.235001,50.584999,51.132500,49.923927,77758000
2019-04-23,51.107498,51.937500,50.974998,51.869999,50.643986,93292000
2019-04-24,51.840000,52.119999,51.762501,51.790001,50.565880,70162400
2019-04-25,51.707500,51.939999,51.279999,51.320000,50.106991,74172800
2019-04-26,51.224998,51.250000,50.529999,51.075001,49.867783,74596400
2019-04-29,51.099998,51.492500,50.965000,51.152500,49.943447,88818800
2019-04-30,50.764999,50.849998,49.777500,50.167500,48.981728,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,51.386024,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,51.051617,127985200
2019-05-03,52.722500,52.959999,52.557499,52.937500,51.686260,83569600
2019-05-06,51.072498,52.209999,50.875000,52.119999,50.888084,129772400
2019-05-07,51.470001,51.855000,50.207500,50.715000,49.516289,155054800
2019-05-08,50.474998,51.334999,50.437500,50.724998,49.526051,105358000
2019-05-09,50.099998,50.419998,49.165001,50.180000,48.993935,139634400
2019-05-10,49.355000,49.712502,48.192501,49.294998,48.315197,164834800
2019-05-13,46.927502,47.369999,45.712502,46.430000,45.507149,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,46.227539,146118800
2019-05-15,46.567501,47.937500,46.505001,47.730000,46.781303,106178800
2019-05-16,47.477501,48.117500,47.209999,47.520000,46.575481,132125600
2019-05-17,46.732498,47.724998,46.689999,47.250000,46.310852,131516400
2019-05-20,45.880001,46.087502,45.070000,45.772499,44.862713,154449200
2019-05-21,46.305000,47.000000,46.174999,46.650002,45.722778,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695000,44.786751,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,44.022259,146118800
2019-05-24,45.049999,45.535000,44.654999,44.742500,43.853191,94858800
2019-05-28,44.730000,45.147499,44.477501,44.557499,43.671867,111792800
2019-05-29,44.105000,44.837502,44.000000,44.345001,43.463581,113924800
2019-05-30,44.487499,44.807499,44.167500,44.575001,43.689014,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.897564,108174400
2019-06-03,43.900002,44.480000,42.567501,43.325001,42.463860,161584400
2019-06-04,43.860001,44.957500,43.630001,44.910000,44.017361,123872000
2019-06-05,46.070000,46.247501,45.285000,45.634998,44.727947,119093600
2019-06-06,45.770000,46.367500,45.537498,46.305000,45.384632,90105200
2019-06-07,46.627499,47.980000,46.442501,47.537498,46.592636,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145000,47.188057,104883600
2019-06-11,48.715000,49.000000,48.400002,48.702499,47.734474,107731600
2019-06-12,48.487499,48.992500,48.347500,48.547501,47.582554,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.572750,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,47.227264,75046000
2019-06-17,48.224998,48.740002,48.042500,48.472500,47.509045,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.626392,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.484272,84496800
2019-06-20,50.092499,50.152500,49.507500,49.865002,48.873867,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695000,48.707249,191202400
2019-06-24,49.634998,50.040001,49.542500,49.645000,48.658245,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.920708,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,48.957184,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,48.942482,83598800
2019-06-28,49.669998,49.875000,49.262501,49.480000,48.496521,124442400
2019-07-01,50.792500,51.122501,50.162498,50.387501,49.385986,109012000
2019-07-02,50.352501,50.782501,50.340000,50.682499,49.675117,67740800
2019-07-03,50.820000,51.110001,50.672501,51.102501,50.086777,45448000
2019-07-05,50.837502,51.270000,50.724998,51.057499,50.042667,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,49.011089,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,49.310028,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.797638,71588400
2019-07-11,50.827499,51.097500,50.427502,50.437500,49.434990,80767200
2019-07-12,50.612499,51.000000,50.549999,50.825001,49.814789,70380800
2019-07-15,51.022499,51.467499,51.000000,51.302502,50.282806,67789600
2019-07-16,51.147499,51.527500,50.875000,51.125000,50.108826,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.827038,56430000
2019-07-18,51.000000,51.470001,50.924999,51.415001,50.393066,74162400
2019-07-19,51.447498,51.625000,50.590000,50.647499,49.640820,83717200
2019-07-22,50.912498,51.807499,50.902500,51.805000,50.775311,89111600
2019-07-23,52.115002,52.227501,51.822498,52.209999,51.172256,73420800
2019-07-24,51.917500,52.287498,51.792500,52.167500,51.130608,59966400
2019-07-25,52.222500,52.310001,51.682499,51.755001,50.726311,55638400
2019-07-26,51.869999,52.432499,51.785000,51.935001,50.902725,70475600
2019-07-29,52.115002,52.660000,52.110001,52.419998,51.378082,86693600
2019-07-30,52.189999,52.540001,51.827499,52.195000,51.157566,135742800
2019-07-31,54.105000,55.342499,52.825001,53.259998,52.201389,277125600
2019-08-01,53.474998,54.507500,51.685001,52.107498,51.071793,216071600
2019-08-02,51.382500,51.607498,50.407501,51.005001,49.991207,163448400
2019-08-05,49.497501,49.662498,48.145000,48.334999,47.374271,209572000
2019-08-06,49.077499,49.517502,48.509998,49.250000,48.271088,143299200
2019-08-07,48.852501,49.889999,48.455002,49.759998,48.770958,133457600
2019-08-08,50.049999,50.882500,49.847500,50.857498,49.846634,108038000
2019-08-09,50.325001,50.689999,49.822498,50.247501,49.435886,98478800
2019-08-12,49.904999,50.512501,49.787498,50.119999,49.310448,89927600
2019-08-13,50.255001,53.035000,50.119999,52.242500,51.398666,188874000
2019-08-14,50.790001,51.610001,50.647499,50.687500,49.868782,146189600
2019-08-15,50.865002,51.285000,49.917500,50.435001,49.620358,108909600
2019-08-16,51.070000,51.790001,50.959999,51.625000,50.791142,110481600
2019-08-19,52.654999,53.182499,52.507500,52.587502,51.738094,97654400
2019-08-20,52.720001,53.337502,52.580002,52.590000,51.740551,107537200
2019-08-21,53.247501,53.412498,52.900002,53.160000,52.301346,86141600
2019-08-22,53.297501,53.610001,52.687500,53.115002,52.257072,89014800
2019-08-23,52.357498,53.012501,50.250000,50.660000,49.841721,187272000
2019-08-26,51.465000,51.797501,51.264999,51.622501,50.788681,104174400
2019-08-27,51.965000,52.137501,50.882500,51.040001,50.215588,103493200
2019-08-28,51.025002,51.430000,50.830002,51.382500,50.552551,63755200
2019-08-29,52.125000,52.330002,51.665001,52.252499,51.408497,83962000
2019-08-30,52.540001,52.612499,51.799999,52.185001,51.342094,84573600
2019-09-03,51.607498,51.744999,51.055000,51.424999,50.594364,80092000
2019-09-04,52.097500,52.369999,51.830002,52.297501,51.452782,76752400
2019-09-05,53.000000,53.492500,52.877499,53.320000,52.458759,95654800
2019-09-06,53.512501,53.605000,53.127499,53.314999,52.453842,77449200
2019-09-09,53.709999,54.110001,52.767502,53.542500,52.677666,109237600
2019-09-10,53.465000,54.195000,52.927502,54.174999,53.299946,127111600
2019-09-11,54.517502,55.927502,54.432499,55.897499,54.994621,177158400
2019-09-12,56.200001,56.605000,55.715000,55.772499,54.871639,128906800
2019-09-13,55.000000,55.197498,54.255001,54.687500,53.804169,159053200
2019-09-16,54.432499,55.032501,54.389999,54.974998,54.087025,84632400
2019-09-17,54.990002,55.205002,54.779999,55.174999,54.283794,73274800
2019-09-18,55.264999,55.712502,54.860001,55.692501,54.792938,101360000
2019-09-19,55.502499,55.939999,55.092499,55.240002,54.347748,88242400
2019-09-20,55.345001,55.639999,54.367500,54.432499,53.553284,221652400
2019-09-23,54.737499,54.959999,54.412498,54.680000,53.796791,76662000
2019-09-24,55.257500,55.622501,54.297501,54.419998,53.540989,124763200
2019-09-25,54.637501,55.375000,54.285000,55.257500,54.364964,87613600
2019-09-26,55.000000,55.235001,54.707500,54.972500,54.084572,75334000
2019-09-27,55.134998,55.240002,54.320000,54.705002,53.821392,101408000
2019-09-30,55.224998,56.145000,55.197498,55.992500,55.088093,103909600
2019-10-01,56.267502,57.055000,56.049999,56.147499,55.240589,139223200
2019-10-02,55.764999,55.895000,54.482498,54.740002,53.855824,138449200
2019-10-03,54.607498,55.240002,53.782501,55.205002,54.313309,114426000
2019-10-04,56.410000,56.872501,55.972500,56.752499,55.835815,138478800
2019-10-07,56.567501,57.482498,56.459999,56.764999,55.848110,122306000
2019-10-08,56.455002,57.014999,56.082500,56.099998,55.193851,111820000
2019-10-09,56.757500,56.947498,56.410000,56.757500,55.840736,74770400
2019-10-10,56.982498,57.610001,56.825001,57.522499,56.593376,113013600
2019-10-11,58.237499,59.410000,58.077499,59.052502,58.098667,166795600
2019-10-14,58.724998,59.532501,58.667500,58.967499,58.015038,96427600
2019-10-15,59.097500,59.412498,58.720001,58.830002,57.879753,87360000
2019-10-16,58.342499,58.810001,58.299999,58.592499,57.646095,73903200
2019-10-17,58.772499,59.037498,58.380001,58.820000,57.869923,67585200
2019-10-18,58.647499,59.395000,58.572498,59.102501,58.147858,97433600
2019-10-21,59.380001,60.247501,59.330002,60.127499,59.156300,87247200
2019-10-22,60.290001,60.549999,59.904999,59.990002,59.021019,82293600
2019-10-23,60.525002,60.810001,60.305000,60.794998,59.813019,75828800
2019-10-24,61.127499,61.200001,60.452499,60.895000,59.911400,69275200
2019-10-25,60.790001,61.682499,60.720001,61.645000,60.649288,73477200
2019-10-28,61.855000,62.312500,61.680000,62.262501,61.256813,96572800
2019-10-29,62.242500,62.437500,60.642502,60.822498,59.840073,142839600
2019-10-30,61.189999,61.325001,60.302502,60.814999,59.832691,124522000
2019-10-31,61.810001,62.292500,59.314999,62.189999,61.185482,139162000
2019-11-01,62.384998,63.982498,62.290001,63.955002,62.921978,151125200
2019-11-04,64.332497,64.462502,63.845001,64.375000,63.335190,103272000
2019-11-05,64.262497,64.547501,64.080002,64.282501,63.244194,79897600
2019-11-06,64.192497,64.372498,63.842499,64.309998,63.271236,75864400
2019-11-07,64.684998,65.087502,64.527496,64.857498,64.001472,94940400
2019-11-08,64.672501,65.110001,64.212502,65.035004,64.176628,69986400
2019-11-11,64.574997,65.617500,64.570000,65.550003,64.684837,81821200
2019-11-12,65.387497,65.697502,65.230003,65.489998,64.625626,87388800
2019-11-13,65.282501,66.195000,65.267502,66.117500,65.244850,102734400
2019-11-14,65.937500,66.220001,65.525002,65.660004,64.793388,89182800
2019-11-15,65.919998,66.445000,65.752502,66.440002,65.563080,100206400
2019-11-18,66.449997,66.857498,66.057503,66.775002,65.893669,86703200
2019-11-19,66.974998,67.000000,66.347504,66.572502,65.693832,76167200
2019-11-20,66.385002,66.519997,65.099998,65.797501,64.929077,106234400
2019-11-21,65.922501,66.002502,65.294998,65.502502,64.637970,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445000,64.581223,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,65.713570,84020400
2019-11-26,66.735001,66.790001,65.625000,66.072502,65.200439,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,66.076233,65235600
2019-11-29,66.650002,67.000000,66.474998,66.812500,65.930672,46617600
2019-12-02,66.817497,67.062500,65.862503,66.040001,65.168373,94487200
2019-12-03,64.577499,64.882500,64.072502,64.862503,64.006409,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.571358,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,65.518684,74424400
2019-12-06,66.870003,67.750000,66.824997,67.677498,66.784248,106075600
2019-12-09,67.500000,67.699997,66.227501,66.730003,65.849258,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,66.234108,90420400
2019-12-11,67.202499,67.775002,67.125000,67.692497,66.799065,78756800
2019-12-12,66.945000,68.139999,66.830002,67.864998,66.969284,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,67.879601,133587600
2019-12-16,69.250000,70.197502,69.245003,69.964996,69.041557,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,69.177254,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,69.011948,116028400
2019-12-19,69.875000,70.294998,69.737503,70.004997,69.081039,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,68.937950,275978000
2019-12-23,70.132500,71.062500,70.092499,71.000000,70.062904,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,70.129517,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,71.520897,93121200
2019-12-27,72.779999,73.492500,72.029999,72.449997,71.493759,146266000
2019-12-30,72.364998,73.172501,71.305000,72.879997,71.918091,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,72.443550,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,74.096458,135480400
2020-01-03,74.287498,75.144997,74.125000,74.357498,73.376083,146322800
2020-01-06,73.447502,74.989998,73.187500,74.949997,73.960754,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,73.612923,108872000
2020-01-08,74.290001,76.110001,74.290001,75.797501,74.797089,132079200
2020-01-09,76.809998,77.607498,76.550003,77.407501,76.385834,170108400
2020-01-10,77.650002,78.167503,77.062500,77.582497,76.558517,140644800
2020-01-13,77.910004,79.267502,77.787498,79.239998,78.194145,121532000
2020-01-14,79.175003,79.392502,78.042503,78.169998,77.138268,161954400
2020-01-15,77.962502,78.875000,77.387497,77.834999,76.807693,121923600
2020-01-16,78.397499,78.925003,78.022499,78.809998,77.769814,108829200
2020-01-17,79.067497,79.684998,78.750000,79.682503,78.630821,137816400
2020-01-21,79.297501,79.754997,79.000000,79.142502,78.097939,110843200
2020-01-22,79.644997,79.997498,79.327499,79.425003,78.376709,101832400
2020-01-23,79.480003,79.889999,78.912498,79.807503,78.754150,104472000
2020-01-24,80.062500,80.832497,79.379997,79.577499,78.527191,146537600
2020-01-27,77.514999,77.942497,76.220001,77.237503,76.218079,161940000
2020-01-28,78.150002,79.599998,78.047501,79.422501,78.374237,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,80.014801,216229200
2020-01-30,80.135002,81.022499,79.687500,80.967499,79.898849,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.356232,199588400
2020-02-03,76.074997,78.372498,75.555000,77.165001,76.146523,173788400
2020-02-04,78.827499,79.910004,78.407501,79.712502,78.660416,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.301834,118826800
2020-02-06,80.642502,81.305000,80.065002,81.302498,80.229424,105425600
2020-02-07,80.592499,80.849998,79.500000,80.007500,79.138901,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,79.514763,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,79.035027,94323200
2020-02-12,80.367500,81.805000,80.367500,81.800003,80.911926,113730400
2020-02-13,81.047501,81.555000,80.837502,81.217499,80.335747,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.355537,80113600
2020-02-18,78.839996,79.937500,78.652496,79.750000,78.884193,152531200
2020-02-19,80.000000,81.142502,80.000000,80.904999,80.026649,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,79.205650,100566000
2020-02-21,79.654999,80.112503,77.625000,78.262497,77.412834,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,73.735695,222195200
2020-02-25,75.237503,75.632500,71.532501,72.019997,71.238106,230673600
2020-02-26,71.632500,74.470001,71.625000,73.162498,72.368202,198054800
2020-02-27,70.275002,71.500000,68.239998,68.379997,67.637619,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.598053,426510000
2020-03-02,70.570000,75.360001,69.430000,74.702499,73.891495,341397200
2020-03-03,75.917503,76.000000,71.449997,72.330002,71.544739,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.863304,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.434975,187572800
2020-03-06,70.500000,72.705002,70.307503,72.257500,71.473022,226176800
2020-03-09,65.937500,69.522499,65.750000,66.542503,65.820068,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,70.560547,285290000
2020-03-11,69.347504,70.305000,67.964996,68.857498,68.109947,255598800
2020-03-12,63.985001,67.500000,62.000000,62.057499,61.383762,418474000
2020-03-13,66.222504,69.980003,63.237499,69.492500,68.738060,370732000
2020-03-16,60.487499,64.769997,60.000000,60.552502,59.895107,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.528706,324056000
2020-03-18,59.942501,62.500000,59.279999,61.667500,60.998005,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.530628,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.687809,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.483532,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,61.049931,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.713627,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,63.908550,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.262600,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,63.010906,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,62.882317,197002000
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.573639,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.567722,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.697277,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,64.905121,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,64.153366,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.795349,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.270126,161834800
2020-04-13,67.077499,68.425003,66.457497,68.312500,67.570862,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,70.983391,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.335510,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.894379,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.932434,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.480881,130015200
2020-04-21,69.070000,69.312500,66.357498,67.092499,66.364105,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.275627,116862400
2020-04-23,68.967499,70.437500,68.717499,68.757500,68.011024,124814400
2020-04-24,69.300003,70.752502,69.250000,70.742500,69.974480,126161200
2020-04-27,70.449997,71.135002,69.987503,70.792503,70.023933,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,68.888885,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.151550,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,72.652580,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.482918,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.494324,133568000
2020-05-05,73.764999,75.250000,73.614998,74.389999,73.582375,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.341553,142333600
2020-05-07,75.805000,76.292503,75.492500,75.934998,75.110603,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,76.898361,133838400
2020-05-11,77.025002,79.262497,76.809998,78.752502,78.108383,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.215752,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.283432,200622400
2020-05-14,76.127502,77.447502,75.382500,77.385002,76.752075,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.298309,166348400
2020-05-18,78.292503,79.125000,77.580002,78.739998,78.095985,135178400
2020-05-19,78.757500,79.629997,78.252502,78.285004,77.644707,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.154755,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.564621,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.070450,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.534874,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,78.877037,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,78.911758,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,78.834892,153532400
2020-06-01,79.437500,80.587502,79.302498,80.462502,79.804405,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.173851,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.615211,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,79.920937,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.197166,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,82.683151,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.294128,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.488533,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.288170,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,84.007233,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,85.046181,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.300079,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.178581,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.213295,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,86.714912,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,88.983704,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,90.883041,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.278770,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.463989,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,87.684418,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,89.705246,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.454071,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.282982,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.282982,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,92.698074,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.410439,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,94.562691,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,94.969337,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.135468,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,94.696587,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.263680,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,96.925705,153198000
